jewels: [6, 26, 2, 30, 21, 29, 15, 24, 16, 14, 34, 23, 37, 0, 9, 27, 20, 1, 22, 19, 31, 5, 11, 3, 12, 36, 13, 38, 17, 8, 32, 4, 39, 28, 18, 33, 7, 10, 25, 35]
13 17 25 34 26 1 11 24 0 31 8 39 27 30 27 11 26 11 0 16 26 9 38 33 21 11 25 21 22 21 28 31 15 7 29 2 18 10 13 17 26 33 10 13 30 1 30 2 27 19 12 21 0 15 10 19 24 24 34 2 16 14 9 20 20 28 8 4 29 29 7 15 24 0 23 22 20 20 2 0 16 22 1 16 26 17 11 10 33 12 30 11 23 30 30 17 38 20 25 16
33 37 15 19 31 36 27 39 24 36 26 31 34 27 39 13 28 22 39 27 18 37 31 39 34 26 26 35 36 39 39 39 36 25 31 7 28 29 26 34 36 26 17 39 13 35 10 38 39 38 39 38 9 34 34 20 9 38 27 29 37 36 32 32 16 38 38 36 38 30 34 39 32 39 33 29 39 35 36 24 28 19 39 22 39 31 37 39 37 35 20 23 36 28 15 21 34 30 15 29
31 34 37 34 28 28 35 17 34 38 37 33 37 23 33 30 35 28 30 37 37 39 37 24 23 26 39 33 18 27 17 38 39 18 38 14 23 39 39 34 29 0 21 34 39 32 29 30 37 28 26 39 39 37 25 28 34 39 39 38 22 21 24 32 35 39 32 26 39 27 39 16 38 25 36 37 31 25 27 38 32 36 32 37 38 34 26 19 31 33 38 39 18 38 39 36 35 29 29 26
36 39 35 38 39 31 15 39 34 39 32 36 38 37 34 39 36 32 24 25 39 37 24 38 39 32 29 36 35 38 37 24 35 38 37 31 32 37 36 39 16 29 38 39 36 32 39 35 34 38 39 33 23 38 29 31 33 36 39 35 0 39 35 39 37 34 34 35 2 38 37 38 23 39 27 38 36 39 30 6 23 39 21 35 29 24 38 36 37 38 31 37 39 39 29 31 36 31 34 16
39 39 26 37 10 39 39 33 30 38 32 38 27 36 35 32 38 27 32 33 38 37 38 35 39 38 39 34 39 31 39 34 38 29 33 37 38 28 32 34 28 35 39 39 37 35 29 35 39 36 36 39 39 30 36 36 39 36 39 33 38 37 30 38 37 38 33 38 37 35 39 39 36 27 38 39 29 39 35 33 38 24 39 38 36 30 38 35 35 38 36 32 28 39 39 36 39 34 38 39
38 39 39 38 37 37 38 38 27 39 38 19 38 37 31 39 39 37 34 38 14 36 1 35 39 39 32 32 30 39 39 36 39 39 39 39 30 38 19 38 34 38 39 28 39 34 37 38 29 32 33 38 37 34 39 39 39 32 26 36 39 31 37 1 36 37 35 39 4 38 14 38 39 39 27 34 36 39 34 39 37 38 39 39 35 33 18 36 34 38 38 36 39 37 38 38 29 28 39 38
39 37 38 6 38 36 37 24 38 36 38 15 18 34 36 28 33 38 6 11 36 32 28 39 27 38 37 37 21 39 35 36 38 37 34 39 27 35 39 39 39 37 36 31 25 28 39 18 27 38 24 38 39 39 34 38 3 36 37 39 32 24 11 36 31 37 39 32 37 35 37 38 35 38 39 36 38 38 9 38 39 39 38 39 38 37 34 33 34 22 37 38 4 10 35 39 37 39 39 34
36 39 35 39 39 32 39 32 37 39 29 31 38 37 37 9 39 38 31 38 39 37 38 18 37 39 39 38 39 39 38 28 29 39 38 39 38 32 5 35 39 19 38 39 16 36 39 39 38 38 39 37 39 38 39 38 36 39 32 37 26 38 39 38 35 39 4 39 39 39 38 39 37 17 34 37 38 37 39 35 39 38 39 35 37 27 2 34 35 38 32 22 38 19 39 5 34 32 38 36
33 22 33 25 38 37 33 34 35 35 36 38 36 37 38 5 39 39 36 31 39 36 39 39 37 39 39 39 36 36 37 39 37 35 17 34 39 39 38 2 35 37 39 39 39 35 37 39 39 39 3 39 21 39 37 37 38 37 36 37 39 25 39 39 39 39 38 35 39 38 37 38 39 39 34 39 37 39 34 34 39 38 37 39 37 39 38 39 39 39 2 38 35 39 37 39 37 38 38 35
38 36 34 38 38 14 34 26 39 38 38 25 35 38 20 39 37 38 39 37 39 36 38 37 38 39 39 39 38 7 39 36 10 36 39 12 1 38 39 39 37 39 33 1 20 39 39 39 34 10 35 36 37 39 38 39 34 3 39 39 35 39 38 39 38 38 9 39 39 34 39 39 39 17 38 32 33 11 39 39 39 30 39 37 35 37 38 39 38 39 38 36 38 26 17 12 36 36 36 39
39 39 39 22 39 39 14 39 39 38 22 7 24 39 38 21 39 37 31 39 15 39 38 37 21 23 36 32 12 39 39 39 38 28 15 36 39 33 24 38 9 35 39 38 34 36 38 39 39 38 37 34 37 36 39 39 4 39 37 37 16 38 39 38 36 34 37 12 4 31 27 39 29 39 35 0 39 39 38 39 31 23 24 21 39 39 39 25 37 34 39 28 39 38 35 39 34 7 39 31
30 39 35 39 35 2 31 21 14 34 39 36 37 16 10 39 37 39 36 35 39 39 10 38 38 22 38 6 39 5 8 39 39 32 36 38 36 39 39 37 26 39 22 16 39 38 39 36 0 32 4 39 39 39 39 39 31 39 20 36 39 30 39 38 32 38 39 39 36 38 26 39 37 38 39 39 39 38 38 33 39 39 38 38 39 38 38 16 38 38 39 38 31 39 38 39 14 39 38 24
39 37 36 32 39 38 39 39 4 29 39 39 34 38 38 37 39 10 39 38 12 38 39 22 25 27 39 39 36 39 14 7 39 5 38 26 39 34 39 39 38 36 36 37 39 34 12 38 39 38 38 10 0 39 39 24 37 38 4 4 38 38 37 38 27 36 39 38 39 36 39 35 39 32 38 37 10 39 38 38 39 12 26 37 39 39 37 39 37 37 38 31 37 19 39 30 39 39 38 7
27 6 39 21 1 39 38 39 6 1 37 11 38 13 39 39 38 9 36 37 39 20 39 39 4 8 39 38 35 36 37 39 39 38 2 39 37 39 36 35 35 6 37 36 37 39 33 39 39 3 39 36 34 11 36 38 37 38 37 19 39 17 39 37 31 25 35 39 38 39 38 24 37 31 39 39 39 16 23 39 39 12 39 39 39 38 36 39 6 39 4 39 38 37 0 38 39 36 38 39
27 38 39 38 18 35 38 37 1 37 38 38 10 37 39 36 39 39 39 28 15 39 2 39 23 25 37 39 38 18 39 14 5 35 17 39 34 39 32 39 39 37 39 39 38 18 10 12 24 37 15 39 23 39 37 39 31 31 39 38 39 39 38 39 38 39 38 39 38 34 39 25 39 38 38 35 39 35 8 39 38 39 36 38 39 36 5 36 1 39 39 38 7 39 38 39 39 24 31 38
36 39 38 39 39 37 6 38 38 38 10 39 9 20 38 38 18 25 22 37 39 39 25 23 1 37 39 38 39 36 18 39 36 39 20 26 39 32 39 22 39 39 39 27 38 38 39 27 38 37 39 30 37 6 39 34 16 38 38 10 0 28 34 39 12 39 32 39 38 39 12 39 24 39 38 39 39 39 38 39 5 39 35 28 13 39 28 39 12 38 0 39 7 28 39 39 37 39 39 39
37 36 39 34 39 39 39 39 38 22 21 38 38 21 39 38 35 31 39 39 39 24 39 37 39 12 2 38 39 31 38 39 38 39 37 39 30 13 39 25 39 38 39 18 36 27 16 14 6 39 39 39 29 38 38 36 38 5 27 39 38 39 39 39 39 39 38 38 39 27 38 39 27 39 38 39 2 39 38 39 7 39 2 39 39 39 39 38 39 37 36 37 39 13 9 36 39 39 39 25
0 29 39 31 33 39 27 39 31 27 36 39 37 5 17 39 38 39 39 39 37 39 39 38 23 39 38 10 37 38 38 36 39 35 20 39 39 37 38 39 35 23 38 35 10 39 36 37 39 2 0 39 38 39 10 29 4 38 36 39 39 38 39 39 0 15 38 24 26 39 39 38 34 39 9 38 39 39 28 38 26 27 25 29 12 35 39 39 0 39 23 6 39 39 12 39 37 37 35 18
18 39 13 34 14 12 27 19 39 34 39 38 1 4 38 35 18 39 39 39 28 39 2 37 38 10 15 39 33 37 21 39 39 38 38 7 39 39 39 37 4 28 39 34 36 39 38 39 37 39 38 39 21 2 38 3 39 39 39 36 15 16 11 39 6 25 39 39 39 39 39 12 23 31 39 13 39 38 39 39 36 38 9 19 38 39 23 39 39 15 5 39 33 38 2 39 32 8 36 39
25 35 39 28 23 11 20 39 39 5 39 37 39 38 30 21 25 4 39 39 10 39 39 39 4 39 39 13 37 39 9 33 26 31 24 22 39 37 27 39 39 38 11 36 32 38 39 17 39 0 39 30 9 38 0 39 10 13 16 35 39 24 0 39 35 39 28 27 38 39 38 36 2 36 39 27 39 38 39 39 39 29 15 39 39 39 39 39 38 36 39 38 39 6 37 29 38 25 17 35
32 12 39 38 13 39 36 38 3 13 1 39 27 23 39 14 23 6 32 2 39 39 39 39 1 2 10 5 38 20 7 18 5 39 39 20 39 23 18 13 12 39 4 39 29 8 21 38 38 22 37 3 17 26 14 39 33 32 21 21 39 10 39 39 21 37 37 24 39 21 39 39 39 22 17 7 20 25 39 15 17 38 39 38 38 7 6 1 9 23 1 22 39 38 38 2 39 39 35 36
14 14 12 39 21 10 12 0 39 32 33 16 39 39 39 23 38 6 39 35 37 36 38 10 38 17 39 39 10 37 39 7 28 35 38 28 39 31 22 39 8 39 38 39 14 12 19 5 35 18 39 39 37 13 39 18 39 36 39 37 6 38 39 38 39 39 22 39 39 13 3 30 29 38 39 38 22 39 27 38 39 19 39 7 39 35 30 17 39 39 27 39 39 3 38 17 38 31 38 8
38 17 39 7 1 39 17 37 3 6 21 20 1 4 12 39 16 19 24 30 17 1 39 37 39 37 39 39 39 22 39 37 39 17 7 2 13 23 38 39 22 39 29 38 38 38 8 39 38 39 28 29 39 37 0 33 38 39 19 5 26 16 34 35 39 38 23 39 39 38 36 21 39 38 38 10 39 26 11 6 25 39 6 7 1 2 39 18 32 4 18 8 17 39 39 8 19 1 33 22
26 38 24 39 5 21 19 28 37 39 39 39 24 32 38 35 15 39 39 19 38 1 9 38 39 38 24 30 39 3 35 39 39 29 2 39 19 10 38 38 21 39 39 39 39 39 21 22 39 23 39 35 4 39 38 39 39 36 39 39 6 27 4 38 39 36 26 14 0 24 3 38 32 32 39 36 35 31 31 14 38 39 38 25 39 15 21 32 9 25 39 38 15 39 16 10 35 34 22 12
39 39 39 39 39 39 13 22 38 16 5 22 39 38 39 39 39 11 39 39 39 25 7 35 6 11 39 23 39 37 19 2 39 37 10 39 22 33 17 39 20 25 8 18 20 38 39 1 34 21 39 36 15 28 17 38 36 35 9 8 39 39 38 36 5 38 16 27 31 39 29 21 34 39 20 37 39 38 38 39 13 37 26 27 27 36 14 21 33 36 6 39 36 26 39 39 13 36 25 39
2 36 4 38 20 39 27 13 21 39 29 39 39 24 26 36 29 33 39 39 1 39 39 39 3 17 9 39 38 39 33 27 5 39 18 39 39 29 0 19 39 24 38 38 39 23 10 0 10 38 36 11 17 14 32 38 27 39 16 39 39 13 36 39 39 39 1 39 11 7 38 37 17 29 39 39 14 8 7 23 29 38 9 15 15 37 18 38 39 39 39 39 29 21 39 38 38 32 39 39
10 22 27 4 39 39 11 5 22 0 19 9 5 38 32 27 37 20 39 5 39 37 17 39 6 39 39 39 35 39 32 36 39 26 26 7 39 23 26 12 38 31 25 11 6 10 39 4 34 39 5 8 39 6 38 38 10 39 38 15 22 24 28 39 39 39 33 6 13 14 38 35 12 27 30 7 10 39 39 39 39 33 18 39 39 15 7 2 28 5 14 1 15 13 0 3 24 38 39 8
39 26 5 4 39 21 11 17 39 30 13 32 39 19 39 39 8 3 14 39 34 17 39 9 6 39 35 2 39 16 39 39 39 15 10 22 39 17 38 34 16 38 33 39 26 36 22 1 38 39 39 39 25 2 17 13 39 33 1 38 39 14 39 12 39 39 10 17 39 39 30 38 39 27 1 39 25 27 15 38 9 39 39 0 3 39 39 37 35 17 39 38 14 39 39 39 39 24 29 22
39 26 7 30 39 19 39 28 38 3 4 38 34 8 33 39 7 39 39 8 39 38 3 27 5 16 39 3 22 8 23 7 14 14 35 2 21 36 39 39 18 13 9 39 25 37 12 20 35 24 22 25 0 22 28 39 1 29 23 34 10 39 10 0 32 29 39 22 11 6 2 13 20 10 5 37 36 39 22 20 39 33 20 39 1 12 13 18 20 26 20 39 5 11 39 6 3 8 2 5
20 3 6 14 39 35 33 38 3 29 39 38 39 1 39 39 7 3 39 15 25 28 27 2 37 18 36 39 14 39 34 39 17 31 30 39 31 38 39 5 39 30 2 39 39 14 39 39 3 2 20 37 21 39 26 39 39 39 34 26 3 38 34 0 7 33 7 5 13 6 36 24 39 28 37 39 4 12 37 38 39 33 23 39 39 39 5 22 33 19 37 38 38 39 38 5 27 6 10 37
22 39 39 24 11 28 18 9 8 29 21 39 39 38 19 26 39 16 27 12 24 39 38 39 25 16 38 24 33 16 31 32 39 15 39 6 16 38 39 10 15 4 7 38 39 31 37 7 39 39 39 24 14 3 39 35 39 28 19 25 28 38 39 30 33 3 27 39 30 32 39 33 39 39 29 17 13 38 16 4 39 22 5 18 39 9 32 26 17 35 10 8 16 23 9 21 6 28 21 9
6 35 14 23 39 3 0 12 24 39 7 37 39 6 37 2 28 39 21 16 35 10 39 39 8 38 5 14 5 38 22 18 13 25 9 17 28 4 4 25 30 13 36 22 39 13 13 39 29 37 14 12 33 29 14 35 8 23 37 16 39 35 6 39 27 39 9 38 33 24 5 39 34 12 15 39 21 37 11 39 1 22 39 39 2 16 39 28 14 29 10 39 33 39 38 5 39 39 21 39
